"site_code","year","ID","latitude","longitude","site_name","ecoregion","realm","area","SumTSAfull","Buffer10Km","HumanPopDensity","IUCN_CAT","IUCN_Ia","STATUS_YR","MPA","sampling_effort","sr","Reg_BS_BM_pvalue","Reg_BS_BM_coef","rho_bs_tl","rho_bs_tl_pvalue","cwm_size"
"ET1",2014,"ET1_2014",-8.55728,125.50053,"Dili Rock East","Lesser Sunda","Central Indo-Pacific","Timor-Leste",93.26,1,585.493109028629,"Not Reported",0,2016,0,2,140,2.89743067555903e-09,0.557220027654823,0.0308814232086987,0.718185476105974,16.5427914982429
"ETP10",2011,"ETP10_2011",8.22567,-79.10636,"El Hotel","Panama Bight","Tropical Eastern Pacific","Panama",74.62,1,8.02101805142546,"",0,NA,0,2,49,2.1761830666453e-05,0.595327695184146,-0.189599597836455,0.191958533654958,32.1080099674583
"ETP100",2011,"ETP100_2011",8.3095,-79.09903,"El Arco","Panama Bight","Tropical Eastern Pacific","Panama",63.44,1,7.97981375549616,"",0,NA,0,2,56,0.000708693359848858,0.414371863922834,0.0202263540006944,0.88237322071226,65.6233612259983
"ETP109",2011,"ETP109_2011",8.39248,-78.81754,"Isla de Cana 2","Panama Bight","Tropical Eastern Pacific","Panama",89.83,1,8.25918692124713,"",0,NA,0,2,42,1.10866550476636e-05,0.673949987819943,0.0438786879499322,0.782611444878108,59.5335548940095
"ETP11",2011,"ETP11_2011",7.7064,-81.63515,"Canal Afuerita","Nicoya","Tropical Eastern Pacific","Veraguas",72.25,0,5.69724687407999,"II",0,0,1,2,41,0.000295521130377414,0.547848890609559,-0.00848391150759898,0.958015196365647,30.7802493259664
"ETP113",2011,"ETP113_2011",8.48361,-78.91944,"El Cangreion","Panama Bight","Tropical Eastern Pacific","Panama",130.89,1,13.5996206768658,"",0,NA,0,2,38,2.54853149771655e-05,0.590478989017671,0.117286067479063,0.483131942739679,44.8615007525125
"ETP119",2008,"ETP119_2008",5.56095,-87.04852,"Isla Manuelita afuera (s) Cocos","Cocos Islands","Tropical Eastern Pacific","Isla del Coco",83.06,1,0,"II",0,1978,1,2,33,5.04985236758598e-06,0.903720993182364,0.0847573519813448,0.63909428212839,375.512416360632
"ETP160",2006,"ETP160_2006",4.00466,-81.60433,"El Arrecife","Panama Bight","Tropical Eastern Pacific","Malpelo",205.14,1,67.8260510762533,"IV",0,1995,1,2,35,0.00102411375350445,0.558524873324908,0.246137730863709,0.15406404676884,52.1196457923343
"ETP191",2006,"ETP191_2006",4.00653,-81.60354,"Pared Fantasma","Panama Bight","Tropical Eastern Pacific","Malpelo",205.14,1,67.8260510762533,"IV",0,1995,1,2,32,0.363388503541766,0.178157256472057,0.0262796118165794,0.88647199220239,9.62773471046428
"ETP192",2006,"ETP192_2006",4.00831,-81.60603,"Pared Naufrago","Panama Bight","Tropical Eastern Pacific","Malpelo",205.14,1,67.8260510762533,"IV",0,1995,1,2,33,0.216755416701375,0.323073734695594,0.303161389471649,0.0863447022253057,74.624754971754
"ETP20",2011,"ETP20_2011",5.53536,-87.08679,"Punta Maria","Cocos Islands","Tropical Eastern Pacific","Isla del Coco",84.55,1,0,"II",0,1978,1,2,43,8.62686682984973e-06,0.706103859952221,0.0898946511711345,0.56646112676029,82.5897346795548
"ETP22",2008,"ETP22_2008",5.54335,-87.07175,"Punta Gissler","Cocos Islands","Tropical Eastern Pacific","Isla del Coco",83.06,1,0,"II",0,1978,1,2,38,7.85259132571753e-07,0.817483890023884,0.088525950918974,0.597138006230651,279.453491222072
"ETP24",2008,"ETP24_2008",5.54595,-87.06231,"BahÃ­a Wafer","Cocos Islands","Tropical Eastern Pacific","Isla del Coco",83.06,1,0,"II",0,1978,1,2,37,1.48939964905454e-05,0.831166787188911,0.0549119282668692,0.746850036201654,84.0081733832819
"ETP39",2011,"ETP39_2011",9.85339,-85.46064,"BahÃ­a Camaronal","Nicoya","Tropical Eastern Pacific","Guanacaste",175.36,1,30.6182909164272,"Not Reported",0,1994,1,2,29,3.34975475562369e-06,0.809671022540294,0.0282498082001369,0.884342294516108,29.1926378210504
"ETP51",2011,"ETP51_2011",8.71623,-83.86901,"Cano Coral Gardens","Nicoya","Tropical Eastern Pacific","Puntarenas",36.63,0,4.20286951065063,"Ia",1,1976,1,2,33,0.00332768749778664,0.548023328703766,-0.144347707530927,0.422870178741271,7.43943218944518
"ETP9",2011,"ETP9_2011",8.40062,-79.07819,"Don Bernado","Panama Bight","Tropical Eastern Pacific","Panama",84.8,1,11.3433604346665,"",0,NA,0,2,42,1.57920632857908e-05,0.694211208921249,-0.0754370720690389,0.634921199235685,48.7444928390674
"FP63",2012,"FP63_2012",-23.13814,-134.9196,"Pta Matu Kuiti, Ile Aukena","Tuamotus","Eastern Indo-Pacific","Iles Tuamotu",47.55,1,21.1514706694322,"",0,NA,0,2,46,2.12272333170963e-09,0.853318869282701,0.224547230120807,0.138092459024533,140.282645757474
"FP65",2012,"FP65_2012",-23.12842,-134.90345,"Ile Aukena Bay","Tuamotus","Eastern Indo-Pacific","Iles Tuamotu",35.94,1,21.1514706694322,"",0,NA,0,3,49,2.50627918179659e-11,0.928953298436974,0.0686793664571569,0.642769298142458,103.202932368429
"FP66",2012,"FP66_2012",-23.10007,-134.8743,"Airport  Inside","Tuamotus","Eastern Indo-Pacific","Iles Tuamotu",39.06,1,21.1514706694322,"",0,NA,0,2,41,0.000263306639186066,0.748962711403423,0.0485718609652375,0.765985607627973,23.8259155589592
"GALI1",2015,"GALI1_2015",42.19571,-8.81277,"Las Rieras","South European Atlantic Shelf","Temperate Northern Atlantic","Galicia",274.89,0,631.243059328124,"Not Reported",0,2014,1,2,8,0.753926731825573,-0.156637576596435,-0.192785077084752,0.647384452338866,1.49948954154187
"GALI11",2015,"GALI11_2015",43.38293,-8.39626,"Las Amores","South European Atlantic Shelf","Temperate Northern Atlantic","Galicia",158.65,0,603.688921830935,"Not Reported",0,2014,0,2,5,0.591067414482864,0.323930141920323,0.670820393249937,0.21516994256955,2.13357649501456
"GALI12",2015,"GALI12_2015",43.37565,-8.34271,"Santa Cruz","South European Atlantic Shelf","Temperate Northern Atlantic","Galicia",183.82,0,542.157916458903,"Not Reported",0,2014,0,2,5,0.823697625593742,-0.105100987047106,0.205195670417031,0.740581941591072,1.67065771942153
"GALI5",2015,"GALI5_2015",42.24493,-8.90399,"Monte Agudo","South European Atlantic Shelf","Temperate Northern Atlantic","Galicia",236.34,0,840.868534560155,"II",0,2002,1,2,7,0.0890800269232417,0.609449543453697,-0.545544725589981,0.205281505228726,4.30244174570419
"GALI6",2015,"GALI6_2015",42.21516,-8.89927,"Vinos","South European Atlantic Shelf","Temperate Northern Atlantic","Galicia",219.7,0,802.49091709565,"II",0,2002,1,2,20,0.0603924749140761,0.598540525263882,-0.0742162333957336,0.755828791012283,2.0479077363892
"GBR157",2016,"GBR157_2016",-18.81732,147.66621,"Davies Reef 3","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",49.01,1,NA,"Not Applicable",0,1981,1,2,146,4.28549256340782e-25,0.752111254812209,0.0248300220487915,0.76848032043951,22.1374250533202
"GBR210",2010,"GBR210_2010",-16.60383,145.96884,"Michaelmis Cay","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",78.55,1,3.6762170791626,"Not Applicable",0,1981,1,2,144,1.91594486413459e-10,0.550215235416842,0.0133375020559107,0.874377572199462,10.1298768541301
"GBR213",2010,"GBR213_2010",-16.52825,145.99349,"Hastings Reef","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",74.8,1,NA,"Not Applicable",0,1981,1,2,142,7.25663405468177e-16,0.722071348146558,0.0593048814198132,0.483259122469137,16.378587302311
"GBR213",2017,"GBR213_2017",-16.52825,145.99349,"Hastings Reef","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",74.8,1,NA,"Not Applicable",0,1981,1,2,93,1.10581411929921e-15,0.74119568413597,0.165752247702617,0.11432549128676,9.72645524809949
"GBR215",2016,"GBR215_2016",-16.46149,145.58414,"Green Island Reef 3","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",74.54,1,32.3277401709824,"Not Applicable",0,1981,1,2,132,2.1728097133257e-26,0.839957761054063,0.0992070039275713,0.263323819259147,22.506804396223
"GBR231",2010,"GBR231_2010",-14.65101,145.44851,"Cobia Hole","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Queensland",51.19,1,0.00536866637788,"Not Applicable",0,1981,1,2,101,9.36254459165912e-25,0.726234874283818,0.34026491085479,0.000498525083465622,101.104123853203
"GBR43",2015,"GBR43_2015",-13.96062,144.37804,"Wilson Reef SW","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Queensland",71.15,1,0.005368666322384,"Not Applicable",0,1981,1,2,115,1.57723281800931e-21,0.702387438277716,-0.0421561681772602,0.654633280120165,26.703597108411
"GBR44",2015,"GBR44_2015",-13.95675,144.3855,"Wilson Reef Lagoon","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Queensland",71.15,1,0.005368666340863,"Not Applicable",0,1981,1,2,127,1.23054393947259e-23,0.880406393263398,0.129177587417588,0.149412097694887,23.547653122884
"GBR56",2018,"GBR56_2018",-12.38175,143.75672,"Lagoon Reef Outer NW","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Queensland",58.39,1,NA,"Not Applicable",0,1981,1,2,115,5.47455159357133e-14,0.704363930791844,-0.0691489683089101,0.464749826291839,20.8730164592274
"GBR57",2018,"GBR57_2018",-12.38391,143.772,"Lagoon Reef Inner E","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Queensland",58.39,1,NA,"Not Applicable",0,1981,1,2,102,1.19396304708986e-24,0.90523566143631,-0.0390146990505327,0.698489770479871,42.473451278654
"GBR71",2016,"GBR71_2016",-16.38648,145.5726,"Low Isles 2","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",44.46,1,34.707503739677,"Not Applicable",0,1981,1,2,114,1.37964572175798e-14,0.73130016273964,0.354121386764843,0.000127871490818228,16.9388642411902
"GBR72",2016,"GBR72_2016",-16.3902,145.5735,"Low Isles 3","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",44.46,1,34.4522309873751,"Not Applicable",0,1981,1,2,110,1.22118914188974e-14,0.757048160732612,0.0193625042329861,0.84234234721901,27.0571373377293
"GBR73",2016,"GBR73_2016",-16.5487,146.05,"Michaelmas Reef 1","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",75.82,1,3.67621715863546,"Not Applicable",0,1981,1,2,107,1.81687421708468e-17,0.86915623601399,-0.0673716121872976,0.492593895960528,58.338555848149
"GBR74",2016,"GBR74_2016",-16.5515,146.05402,"Michaelmas Reef 2","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",75.82,1,3.67621713876724,"Not Applicable",0,1981,1,2,116,1.0748640585124e-16,0.784681599945232,0.176751552610844,0.0588049110645421,49.1586404632885
"GBR76",2016,"GBR76_2016",-19.80832,149.06582,"Bait Reef inner buoy","Central and Southern Great Barrier Reef","Central Indo-Pacific","Queensland",55.91,1,NA,"Not Applicable",0,1981,1,2,127,4.39006658242228e-27,0.859346514313329,0.0895857493058331,0.322431932665473,20.1195637458782
"GOC9",2018,"GOC9_2018",23.4613,-109.40725,"Los Morros","Cortezian","Temperate Northern Pacific","Baja California",55.25,1,7.70557286667413,"IV",0,2000,1,2,38,8.1544070280488e-07,0.797848810149952,0.0952053301168205,0.575131198699448,37.4739160228365
"GSV101",2014,"GSV101_2014",-35.1071,138.4695,"Port Stanvac Jetty deep","South Australian Gulfs","Temperate Australasia","South Australia",74.89,0,587.588134393151,"IV",0,2009,0,2,19,0.0211544188031138,0.808706363420834,-0.233169223016855,0.336706774690229,68.630301626563
"GSV102",2014,"GSV102_2014",-35.1092,138.469,"Port Stanvac Jetty Shallow","South Australian Gulfs","Temperate Australasia","South Australia",74.89,0,580.843039328894,"IV",0,2009,0,2,10,0.138553572628095,0.601276793290441,-0.140246509663394,0.699174143722611,60.3886336895408
"GSV105",2016,"GSV105_2016",-35.0525,138.5027,"Marino Rocks","South Australian Gulfs","Temperate Australasia","South Australia",65.17,0,750.910734509144,"III",0,2013,0,2,13,0.0219829302555098,0.353261211010716,0.106160162113573,0.729962309600825,11.6059672173499
"GSV105",2019,"GSV105_2019",-35.0525,138.5027,"Marino Rocks","South Australian Gulfs","Temperate Australasia","South Australia",65.17,0,750.910734509144,"III",0,2013,0,2,9,0.00329046787468169,0.647496549642923,-0.203419051086243,0.599623063924642,11.7721565814294
"GSV107",2013,"GSV107_2013",-35.54715,138.63821,"Olivers Reef","Western Bassian","Temperate Australasia","South Australia",111.71,0,31.122755319887,"IV",0,2009,1,3,20,2.95853326221151e-06,0.987939544938763,0.0430845033006472,0.856872889597883,120.268408255366
"GSV108",2013,"GSV108_2013",-35.56604,138.62732,"Granite Island","Western Bassian","Temperate Australasia","South Australia",111.71,0,33.303541702583,"IV",0,2009,1,2,15,0.00671477138228964,0.791610311043756,-0.268723769363004,0.33282191752217,80.3388861881208
"GSV12",2017,"GSV12_2017",-35.61029,138.5929,"West Island","Western Bassian","Temperate Australasia","South Australia",97.98,0,38.6204523378264,"IV",0,2009,1,2,16,0.000964783926348498,0.868617270221787,-0.403553072838846,0.121127026888874,150.070967473983
"GSV124",2016,"GSV124_2016",-35.13793,138.46292,"Horseshoe inner","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,478.201771785816,"IV",0,2009,1,2,21,2.91940673841775e-07,1.07499954533677,-0.293277438421063,0.19695833877385,270.029197586737
"GSV124",2019,"GSV124_2019",-35.13793,138.46292,"Horseshoe inner","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,478.201771785816,"IV",0,2009,1,2,20,0.000112133484394874,1.30892569245507,-0.604858852638882,0.00472267376178284,176.266709423657
"GSV128",2016,"GSV128_2016",-35.16775,138.46227,"Southport","South Australian Gulfs","Temperate Australasia","South Australia",73.24,0,380.121272099623,"IV",0,2009,1,2,9,0.125486461015599,0.448746846928766,-0.292889593064503,0.444354695685225,52.29548667814
"GSV131",2015,"GSV131_2015",-35.1394,138.45799,"Horseshoe outer","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,475.601261733376,"IV",0,2009,1,2,14,1.95509811141278e-07,0.835277344740909,0.0558737695334593,0.849532002200554,87.9561244209876
"GSV131",2016,"GSV131_2016",-35.1394,138.45799,"Horseshoe outer","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,475.601261733376,"IV",0,2009,1,3,24,0.0114055402635108,0.488929079213843,-0.292684650595859,0.165159431442794,48.2242126505802
"GSV131",2019,"GSV131_2019",-35.1394,138.45799,"Horseshoe outer","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,475.601261733376,"IV",0,2009,1,2,21,5.32973231881714e-05,0.867726052145165,-0.192204096666582,0.403897738654694,136.164042889547
"GSV135",2016,"GSV135_2016",-35.14741,138.46365,"Pt Noarlunga inside","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,440.861351958167,"II",0,2009,1,2,22,0.0285907385235083,0.414092224357066,-0.485619070007141,0.0219538293293177,13.5414153551906
"GSV135",2019,"GSV135_2019",-35.14741,138.46365,"Pt Noarlunga inside","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,440.861351958167,"II",0,2009,1,2,22,6.11656537854011e-05,0.735026580918254,-0.615726176895071,0.00228345492581815,24.8666880417142
"GSV136",2016,"GSV136_2016",-35.14748,138.46303,"Noarlunga North Outside","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,439.315168877428,"II",0,2009,1,2,21,0.128881076191161,0.372680134970187,-0.703473944720455,0.000373864899660611,118.053687987761
"GSV136",2019,"GSV136_2019",-35.14748,138.46303,"Noarlunga North Outside","South Australian Gulfs","Temperate Australasia","South Australia",81.07,0,439.315168877428,"II",0,2009,1,2,24,0.00092752124572919,0.807312954553219,-0.655730521231748,0.000503877871877728,176.62678539915
"GSV137",2016,"GSV137_2016",-35.0976,138.47749,"Port Stanvac North","South Australian Gulfs","Temperate Australasia","South Australia",74.89,0,617.058896516965,"III",0,2014,0,2,11,0.0091662043310974,0.552740804294804,-0.553788793358777,0.0771401627305293,24.6544685280866
"GSV137",2019,"GSV137_2019",-35.0976,138.47749,"Port Stanvac North","South Australian Gulfs","Temperate Australasia","South Australia",74.89,0,617.058896516965,"III",0,2014,0,2,8,0.00101320576140029,0.928245885204421,0.15953622544399,0.705906428854558,48.5791769520624
"GSV138",2016,"GSV138_2016",-35.2065,138.4622,"Moana outside","South Australian Gulfs","Temperate Australasia","South Australia",76.72,0,268.795800034885,"IV",0,2009,1,2,21,0.00561791995906868,0.493993665235622,-0.345737027217482,0.124749179275521,37.551048194848
"GSV138",2019,"GSV138_2019",-35.2065,138.4622,"Moana outside","South Australian Gulfs","Temperate Australasia","South Australia",76.72,0,268.795800034885,"IV",0,2009,1,2,25,0.000263297402820662,0.733651637093471,-0.456631028060374,0.0217586557905205,83.5970766580466
"GSV139",2016,"GSV139_2016",-35.1034,138.4742,"Port Stanvac South","South Australian Gulfs","Temperate Australasia","South Australia",74.89,0,597.239330402818,"IV",0,2009,0,2,10,0.0640029030623363,0.388875847764943,-0.636112397628564,0.0480276108145025,40.1483297746775
"GSV139",2019,"GSV139_2019",-35.1034,138.4742,"Port Stanvac South","South Australian Gulfs","Temperate Australasia","South Australia",74.89,0,597.239330402818,"IV",0,2009,0,2,15,0.000149648254143123,1.09793205000185,-0.339680153121512,0.215461296404094,155.522518413038
"GSV140",2016,"GSV140_2016",-35.0736,138.49429,"Hallett Cove","South Australian Gulfs","Temperate Australasia","South Australia",65.17,0,704.02299870104,"III",0,2014,0,2,15,0.0182624576911783,0.724279227085607,-0.49324928439974,0.0617118304025625,188.404117166652
"GSV140",2019,"GSV140_2019",-35.0736,138.49429,"Hallett Cove","South Australian Gulfs","Temperate Australasia","South Australia",65.17,0,704.02299870104,"III",0,2014,0,2,14,0.00863364105115319,0.44068866468303,-0.7287040657116,0.00311424768797618,29.0217776542024
"GSV17",2013,"GSV17_2013",-35.58887,138.60553,"The Bluff","Western Bassian","Temperate Australasia","South Australia",97.98,0,35.2405135066125,"IV",0,2009,1,3,15,0.000168481999785185,0.960911045695622,-0.271767672962085,0.327161446593535,45.6136355599642
"GSV2",2014,"GSV2_2014",-35.41506,138.32132,"Haycock Point","South Australian Gulfs","Temperate Australasia","South Australia",79.15,0,24.4105520387642,"IV",0,2009,1,2,21,0.0512999474423831,0.33804874995777,0.0228074121391787,0.921829786376444,5.25035668130509
"GSV25",2017,"GSV25_2017",-35.39933,138.33456,"Shag Rock Carrickalinga","South Australian Gulfs","Temperate Australasia","South Australia",87.66,0,30.5114316697227,"II",0,2009,1,2,28,3.73278558227302e-09,1.19019313099717,-0.0417017054045498,0.833124918030251,279.224440460737
"GSV4",2018,"GSV4_2018",-35.52045,138.16443,"Rapid Head","South Australian Gulfs","Temperate Australasia","South Australia",65.88,0,7.3151084492994,"II",0,2009,1,2,29,2.28831472699766e-05,0.716058018938117,-0.47841628911701,0.0086594091828238,113.160904375254
"GSV40",2013,"GSV40_2013",-35.5714,138.61166,"Whalebone Reef","Western Bassian","Temperate Australasia","South Australia",111.71,0,33.2348263595402,"IV",0,2009,1,4,26,1.59685699972094e-06,1.03045184106832,-0.141190227844033,0.491463208844559,182.591219189985
"GSV5",2016,"GSV5_2016",-35.53145,138.1519,"Rapid Head South","South Australian Gulfs","Temperate Australasia","South Australia",64.19,0,7.59826110195793,"II",0,2009,1,2,23,0.000354443455551035,0.797405845114204,0.207334075700301,0.342489046105119,21.4364439560587
"GSV53",2016,"GSV53_2016",-35.2091,138.46429,"Moana inside","South Australian Gulfs","Temperate Australasia","South Australia",76.72,0,260.651833486716,"IV",0,2009,1,2,17,0.00717367439785264,0.655081825778456,-0.351143652535163,0.166969600330046,18.4174303681844
"GSV53",2019,"GSV53_2019",-35.2091,138.46429,"Moana inside","South Australian Gulfs","Temperate Australasia","South Australia",76.72,0,260.651833486716,"IV",0,2009,1,2,12,6.65278126567889e-05,0.977569039309294,0.0641793824760837,0.84292275465105,93.4737445863908
"GSV66",2009,"GSV66_2009",-35.74523,136.64697,"Harveys Return","South Australian Gulfs","Temperate Australasia","South Australia",102.4,0,0.197839354124265,"II",0,2009,0,2,27,0.00125490995172691,0.698578573565374,-0.331189831139033,0.0915099059126092,99.9361918169234
"GSV7",2018,"GSV7_2018",-35.3882,138.3492,"Myponga South","South Australian Gulfs","Temperate Australasia","South Australia",78.25,0,38.8649046385797,"II",0,2009,1,2,24,0.000262752742177083,0.623598995155968,-0.30183278069738,0.151738098345325,24.8197321524318
"GSV77",2008,"GSV77_2008",-35.6928,136.8539,"Snug Cove 2nd headland","South Australian Gulfs","Temperate Australasia","South Australia",101.7,0,0.197965685280832,"IV",0,2009,0,2,15,0.0358913713743135,0.699086681414071,-0.205788242701575,0.461851148876476,209.370826241635
"GSV94",2014,"GSV94_2014",-35.51901,138.18452,"Rapid Bay Jetty","South Australian Gulfs","Temperate Australasia","South Australia",65.88,0,6.88115372413567,"VI",0,2009,1,2,41,5.55218962570301e-07,1.03123257601149,-0.199512667512552,0.211074661044887,128.120558573296
"GSV95",2008,"GSV95_2008",-35.50838,138.21873,"Lasseters Reef","South Australian Gulfs","Temperate Australasia","South Australia",68.16,0,6.3228300846084,"IV",0,2009,0,2,29,0.00373999955122366,0.519173330612949,-0.0757411547102631,0.696167685075527,6.15060222316148
"GSV95",2011,"GSV95_2011",-35.50838,138.21873,"Lasseters Reef","South Australian Gulfs","Temperate Australasia","South Australia",68.16,0,6.3228300846084,"IV",0,2009,1,2,27,0.085389854181917,0.270929266705502,-0.373300611694155,0.0551201425152132,8.65635281409139
"GSV95",2014,"GSV95_2014",-35.50838,138.21873,"Lasseters Reef","South Australian Gulfs","Temperate Australasia","South Australia",68.16,0,6.3228300846084,"IV",0,2009,1,2,32,4.87208628110169e-05,0.823409720024771,-0.168267431793079,0.357269137729165,12.3145101253877
"HUINAY2",2012,"HUINAY2_2012",-42.38828,-72.46088,"X Huinay","Chiloense","Temperate South America","Chile",NA,0,1.93130238831454,"",0,NA,0,2,6,0.101547961344752,1.20376552885134,-0.231908414260979,0.658373571260927,90.538842777273
"JBMP-S11",2018,"JBMP-S11_2018",-35.09058,150.69409,"Greenfield Beach Nth","Cape Howe","Temperate Australasia","New South Wales",99.84,0,63.4894785813126,"II",0,1998,1,2,35,1.00560990349993e-06,1.06754288180805,0.100502454576001,0.565666958636941,139.254225303048
"JBMP-S17",2009,"JBMP-S17_2009",-35.12393,150.75235,"Murrays Reef","Cape Howe","Temperate Australasia","New South Wales",95.14,0,66.9864230205781,"II",0,1992,1,2,31,0.000133838431830023,0.889894346284179,-0.0988767121213072,0.596667603527798,43.186071481486
"JBMP-S4",2008,"JBMP-S4_2008",-35.07768,150.79224,"The Docks 3 North Black Boat Cove","Cape Howe","Temperate Australasia","New South Wales",106.6,0,74.0072523857452,"II",0,1998,1,2,48,6.6238152291408e-06,0.645347552860894,0.0325771993346124,0.826018897485588,46.4324022777906
"JBMP10",2008,"JBMP10_2008",-35.08513,150.69402,"Blenheim Beach","Cape Howe","Temperate Australasia","New South Wales",99.84,0,63.7785547376558,"II",0,1998,1,2,29,0.000571415086081912,0.897067747838318,-0.107105323875889,0.580260863613372,104.7393178217
"JBMP10",2010,"JBMP10_2010",-35.08513,150.69402,"Blenheim Beach","Cape Howe","Temperate Australasia","New South Wales",99.84,0,63.7785547376558,"II",0,1998,1,3,21,0.00259140897206376,0.781496232404757,0.275520264966634,0.226720581030478,148.329051132714
"JBMP22",2008,"JBMP22_2008",-35.07172,150.69007,"Dent Rock","Cape Howe","Temperate Australasia","New South Wales",153.22,0,65.4267728727785,"IV",0,1998,1,2,35,0.000200135427447993,0.754789786269534,0.08748992085256,0.61724426530508,90.925502807857
"JBMP26",2014,"JBMP26_2014",-35.04592,150.83943,"Drum & Drum Sticks","Cape Howe","Temperate Australasia","New South Wales",107.27,0,82.0674637370342,"IV",0,1998,1,3,52,5.69756916567487e-05,0.66902159038423,0.0342827296430352,0.809339992850219,51.7043934521265
"JBMP33",2009,"JBMP33_2009",-35.17375,150.68968,"Summercloud Bay","Cape Howe","Temperate Australasia","New South Wales",93.64,0,53.2822114536311,"IV",0,1998,1,3,44,8.85440769590113e-08,0.963007394626446,-0.0839424696287501,0.587998072408353,78.5411349786298
"JBMP37",2009,"JBMP37_2009",-35.1257,150.75189,"Murrays Reef Jetty","Cape Howe","Temperate Australasia","New South Wales",95.14,0,67.0152692780575,"II",0,1992,0,8,58,1.55305744095295e-07,0.955020048624325,0.0135679598256346,0.919482402519669,90.50657619276
"JBMP37",2010,"JBMP37_2010",-35.1257,150.75189,"Murrays Reef Jetty","Cape Howe","Temperate Australasia","New South Wales",95.14,0,67.0152692780575,"II",0,1992,0,2,42,4.91722277752326e-06,0.825583778531638,-0.00349623959078593,0.982468318797404,117.665356850675
"JBMP43",2008,"JBMP43_2008",-35.11295,150.76569,"Nursery steps","Cape Howe","Temperate Australasia","New South Wales",84.95,0,69.6137281310087,"II",0,1992,1,3,61,4.08179517564053e-12,0.90808947912724,-0.0175636037254279,0.893126950582769,47.1841684165194
"JBMP46",2010,"JBMP46_2010",-35.10039,150.69521,"Hyams Beach SZ","Cape Howe","Temperate Australasia","New South Wales",99.84,0,61.4833040902175,"II",0,1998,1,4,61,6.11521911680179e-10,1.01935191598564,-0.076946391257069,0.55558448009046,83.1349683731085
"JBMP56",2014,"JBMP56_2014",-35.17962,150.74783,"Steamer's Head","Cape Howe","Temperate Australasia","New South Wales",96.1,0,67.7367203986677,"IV",0,1998,1,3,37,3.81571015926524e-08,1.01373423875998,-0.333555806426439,0.0436440378041967,75.5190750521285
"JBMP57",2014,"JBMP57_2014",-35.17555,150.74377,"North Steamer's Head","Cape Howe","Temperate Australasia","New South Wales",96.1,0,65.2846632056087,"IV",0,1998,1,3,40,0.00306092008759759,0.513054548644757,-0.0572379220563655,0.725728587777751,48.7551081668262
"JBMP58",2014,"JBMP58_2014",-35.13933,150.76538,"Governors Head Caves","Cape Howe","Temperate Australasia","New South Wales",95.14,0,69.3817569290187,"IV",0,1998,1,2,48,0.0365037794626213,0.388424731256556,0.0885796644190838,0.549373095359075,57.4165631570903
"JBMP59",2014,"JBMP59_2014",-35.0586,150.84152,"South Lamond","Cape Howe","Temperate Australasia","New South Wales",107.27,0,81.0280404833641,"IV",0,1998,1,3,43,1.41637347288582e-05,0.768522735278344,0.0996937923563947,0.524737402440873,54.1970634074857
"JBMP60",2014,"JBMP60_2014",-35.02945,150.84005,"Heart Rock","Cape Howe","Temperate Australasia","New South Wales",119.54,0,85.3691509326499,"IV",0,1998,1,2,39,0.190144354936771,0.283722857510854,-0.103951504127324,0.528848063120469,58.069415545534
"JBMP61",2014,"JBMP61_2014",-35.02667,150.84697,"Pyramid Rock D1","Cape Howe","Temperate Australasia","New South Wales",119.54,0,84.65590399332,"IV",0,1998,1,2,35,0.0194071665920771,0.61891337470473,-0.445337149817397,0.00734303743117359,83.0507117038674
"LHI18",2020,"LHI18_2020",-31.49747,159.06767,"Keyhole North","Lord Howe and Norfolk Islands","Central Indo-Pacific","New South Wales",55.37,1,19.7393630532657,"Not Applicable",0,1982,1,2,61,4.99356971235018e-12,0.766454350271781,0.0757041107838806,0.565364366837692,50.3842683803935
"LHI27",2010,"LHI27_2010",-31.5207,159.05458,"Sylphs Hole","Lord Howe and Norfolk Islands","Central Indo-Pacific","New South Wales",71.73,1,19.7393630532657,"Not Applicable",0,1982,1,2,43,3.71963465809356e-07,0.935476773003206,-0.0197232315871787,0.901334566178149,29.4224500657236
